>> loading GameParams.old.txt (first object)
root.PFSB506_Dunkerque_1940.A_ATBA.HP_FGS_4.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A_ATBA.HP_FGS_5.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A_ATBA.HP_FGS_1.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A_ATBA.HP_FGS_2.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.A_ATBA.HP_FGS_3.smokePenalty removed in first object
root.PFSB506_Dunkerque_1940.needShowProjectYear removed in first object
root.PRPA056_130MM_HE_OF_42_SM21.crewSmokeTexture removed in first object
root.PAGM031_6in53_Mk16_Twin.smokePenalty removed in first object
root.PJGM129_12in45_MkX.smokePenalty removed in first object
root.PRGS070_130mm_BL_109A.smokePenalty removed in first object
root.PCGM002_105mm_LeFH_18.smokePenalty removed in first object
root.PFGM017_155_50_Mle_1921_Twin.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A1_120_40.HP_JGM_1.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A1_120_40.HP_JGM_2.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUA101_D2_ART_STOCK.distance[0] changed in second object (was 6720, is 0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUA101_D2_ART_STOCK.distance[1] changed in second object (was 6720, is 0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUA101_D2_ART_STOCK.rotationSpeed[0] changed in second object (was 12.0, is 0.0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUA101_D2_ART_STOCK.rotationSpeed[1] changed in second object (was 12.0, is 0.0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUA101_D2_ART_STOCK.shotDelay changed in second object (was 4.5, is 0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUT104_D2_TORP_TOP.shotDelay changed in second object (was 36.0, is 0)
root.PJSD002_Umikaze_1925.ShipUpgradeInfo.PJUT103_D2_TORP_STOCK.shotDelay changed in second object (was 24.0, is 0)
root.PJSD002_Umikaze_1925.A_ATBA.HP_JGS_1.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A_ATBA.HP_JGS_2.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A_ATBA.HP_JGS_3.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A_ATBA.HP_JGS_4.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A_ATBA.HP_JGS_5.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.A_Hull_1911.Cas.maxHP changed in second object (was 165000.0, is 165500)
root.PJSD002_Umikaze_1925.A_Hull_1911.Cas.hlType changed in second object (was simple_hitlocation, is casemate_hitlocation)
root.PJSD002_Umikaze_1925.A_Hull_1911.smokeScanRadius removed in first object
root.PJSD002_Umikaze_1925.A_Hull_1911.flagPoleModelName removed in first object
root.PJSD002_Umikaze_1925.B1_120_40.HP_JGM_1.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.B1_120_40.HP_JGM_2.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.B1_120_40.HP_JGM_3.smokePenalty removed in first object
root.PJSD002_Umikaze_1925.B_Hull_1918.Cas.maxHP changed in second object (was 165000.0, is 165500)
root.PJSD002_Umikaze_1925.B_Hull_1918.Cas.hlType changed in second object (was simple_hitlocation, is casemate_hitlocation)
root.PJSD002_Umikaze_1925.B_Hull_1918.smokeScanRadius removed in first object
root.PJSD002_Umikaze_1925.B_Hull_1918.flagPoleModelName removed in first object
root.PJSD002_Umikaze_1925.needShowProjectYear removed in first object
root.PBPA045_406MM_MIV_HE.crewSmokeTexture removed in first object
root.PAGM077_6in47_MK16.smokePenalty removed in first object
root.PGPA053_420MM_HE_HE_L_4_6.crewSmokeTexture removed in first object
root.PJGM099_410mm45.smokePenalty removed in first object
root.PGPA064_203MM_HE_P_O.crewSmokeTexture removed in first object
root.PAGM093_4in50_Mk12.smokePenalty removed in first object
root.PGGM066_203mm_C34_RF.smokePenalty removed in first object
root.PJSC709_Haguro.ATBADefault.HP_JGS_1.smokePenalty removed in first object
root.PJSC709_Haguro.ATBADefault.HP_JGS_2.smokePenalty removed in first object
root.PJSC709_Haguro.ATBADefault.HP_JGS_3.smokePenalty removed in first object
root.PJSC709_Haguro.ATBADefault.HP_JGS_4.smokePenalty removed in first object
root.PJSC709_Haguro.A_Hull.smokeScanRadius removed in first object
root.PJSC709_Haguro.A_Hull.flagPoleModelName removed in first object
root.PJSC709_Haguro.ArtilleryDefault.HP_JGM_1.smokePenalty removed in first object
root.PJSC709_Haguro.ArtilleryDefault.HP_JGM_2.smokePenalty removed in first object
root.PJSC709_Haguro.ArtilleryDefault.HP_JGM_3.smokePenalty removed in first object
root.PJSC709_Haguro.ArtilleryDefault.HP_JGM_4.smokePenalty removed in first object
root.PJSC709_Haguro.ArtilleryDefault.HP_JGM_5.smokePenalty removed in first object
root.PJSC709_Haguro.B_Hull.smokeScanRadius removed in first object
root.PJSC709_Haguro.B_Hull.flagPoleModelName removed in first object
root.PJSC709_Haguro.C_Hull.smokeScanRadius removed in first object
root.PJSC709_Haguro.C_Hull.flagPoleModelName removed in first object
root.PJSC709_Haguro.needShowProjectYear removed in first object
root.PJSD706_Shinonome.A_Hull.Cas.maxHP changed in second object (was 165000.0, is 165500)
root.PJSD706_Shinonome.A_Hull.Cas.hlType changed in second object (was simple_hitlocation, is casemate_hitlocation)
root.PJSD706_Shinonome.A_Hull.smokeScanRadius removed in first object
root.PJSD706_Shinonome.A_Hull.flagPoleModelName removed in first object
root.PJSD706_Shinonome.A1_Artillery.HP_JGM_1.smokePenalty removed in first object
root.PJSD706_Shinonome.A1_Artillery.HP_JGM_2.smokePenalty removed in first object
root.PJSD706_Shinonome.A1_Artillery.HP_JGM_3.smokePenalty removed in first object
root.PJSD706_Shinonome.needShowProjectYear removed in first object
root.PRPA047_180_AP_MOLOTOV.crewSmokeTexture removed in first object
root.PAPA066_SHELL_356MM_AP_MK_16_TEXAS.crewSmokeTexture removed in first object
root.PCGS201_200mm_BASIC_1_barrel.smokePenalty removed in first object
root.PBPA016_152MM_AP_6CRH_MK4.crewSmokeTexture removed in first object
root.PJGS065_3in40_mk1.smokePenalty removed in first object
root.PASA002_Bogue_1942.A_Hull.smokeScanRadius removed in first object
root.PASA002_Bogue_1942.A_Hull.flagPoleModelName removed in first object
root.PASA002_Bogue_1942.B_Hull.smokeScanRadius removed in first object
root.PASA002_Bogue_1942.B_Hull.flagPoleModelName removed in first object
root.PASA002_Bogue_1942.A_ATBA.HP_AGS_2.smokePenalty removed in first object
root.PASA002_Bogue_1942.A_ATBA.HP_AGS_1.smokePenalty removed in first object
root.PASA002_Bogue_1942.B_ATBA.HP_AGS_2.smokePenalty removed in first object
root.PASA002_Bogue_1942.B_ATBA.HP_AGS_1.smokePenalty removed in first object
root.PASA002_Bogue_1942.needShowProjectYear removed in first object
root.PFPA022_203MM_55_1931_HE.crewSmokeTexture removed in first object
root.PCPA037_305mm_BASIC_MG_AP.crewSmokeTexture removed in first object
root.PBSB104_Orion.A_Hull.smokeScanRadius removed in first object
root.PBSB104_Orion.A_Hull.flagPoleModelName removed in first object
root.PBSB104_Orion.AB1_Artillery.HP_BGM_2.smokePenalty removed in first object
root.PBSB104_Orion.AB1_Artillery.HP_BGM_3.smokePenalty removed in first object
root.PBSB104_Orion.AB1_Artillery.HP_BGM_1.smokePenalty removed in first object
root.PBSB104_Orion.AB1_Artillery.HP_BGM_4.smokePenalty removed in first object
root.PBSB104_Orion.AB1_Artillery.HP_BGM_5.smokePenalty removed in first object
root.PBSB104_Orion.B_Hull.smokeScanRadius removed in first object
root.PBSB104_Orion.B_Hull.flagPoleModelName removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_20.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_9.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSB104_Orion.A_ATBA.HP_BGS_9.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_1.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_2.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_3.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_4.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_5.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_6.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_7.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_18.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_19.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_8.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_12.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSB104_Orion.A_ATBA.HP_BGS_12.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_13.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_10.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSB104_Orion.A_ATBA.HP_BGS_10.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_11.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSB104_Orion.A_ATBA.HP_BGS_11.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_16.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_17.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_14.smokePenalty removed in first object
root.PBSB104_Orion.A_ATBA.HP_BGS_15.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_20.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_9.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_1.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_2.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_3.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_4.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_5.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_6.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_7.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_18.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_19.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_8.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_12.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_13.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_10.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_11.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_16.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_17.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_14.smokePenalty removed in first object
root.PBSB104_Orion.B_ATBA.HP_BGS_15.smokePenalty removed in first object
root.PBSB104_Orion.needShowProjectYear removed in first object
root.PAGM092_5in38_Mk38_Mod0.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_1.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_3.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_2.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_4.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_6.smokePenalty removed in first object
root.PASC002_Chester_1908.B2_152_50.HP_AGM_5.smokePenalty removed in first object
root.PASC002_Chester_1908.A_Hull_1908.smokeScanRadius removed in first object
root.PASC002_Chester_1908.A_Hull_1908.flagPoleModelName removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_1.smokePenalty removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_3.smokePenalty removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_2.smokePenalty removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_4.smokePenalty removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_6.smokePenalty removed in first object
root.PASC002_Chester_1908.B1_127_50.HP_AGM_5.smokePenalty removed in first object
root.PASC002_Chester_1908.A_ATBA.HP_AGS_4.smokePenalty removed in first object
root.PASC002_Chester_1908.A_ATBA.HP_AGS_3.smokePenalty removed in first object
root.PASC002_Chester_1908.A_ATBA.HP_AGS_2.smokePenalty removed in first object
root.PASC002_Chester_1908.A_ATBA.HP_AGS_1.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_4.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_3.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_2.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_1.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_6.smokePenalty removed in first object
root.PASC002_Chester_1908.B_ATBA.HP_AGS_5.smokePenalty removed in first object
root.PASC002_Chester_1908.B_Hull_1917.smokeScanRadius removed in first object
root.PASC002_Chester_1908.B_Hull_1917.flagPoleModelName removed in first object
root.PASC002_Chester_1908.A1_127_50.HP_AGM_1.smokePenalty removed in first object
root.PASC002_Chester_1908.A1_127_50.HP_AGM_3.smokePenalty removed in first object
root.PASC002_Chester_1908.A1_127_50.HP_AGM_2.smokePenalty removed in first object
root.PASC002_Chester_1908.A1_127_50.HP_AGM_4.smokePenalty removed in first object
root.PASC002_Chester_1908.needShowProjectYear removed in first object
root.PRPA014_305_HE_1911.crewSmokeTexture removed in first object
root.PAGM019_8in55_CA68.smokePenalty removed in first object
root.PBSC109_Neptune.A_Hull.smokeScanRadius removed in first object
root.PBSC109_Neptune.A_Hull.flagPoleModelName removed in first object
root.PBSC109_Neptune.AB1_Artillery.HP_BGM_2.smokePenalty removed in first object
root.PBSC109_Neptune.AB1_Artillery.HP_BGM_3.smokePenalty removed in first object
root.PBSC109_Neptune.AB1_Artillery.HP_BGM_1.smokePenalty removed in first object
root.PBSC109_Neptune.AB1_Artillery.HP_BGM_4.smokePenalty removed in first object
root.PBSC109_Neptune.B_Hull.smokeScanRadius removed in first object
root.PBSC109_Neptune.B_Hull.flagPoleModelName removed in first object
root.PBSC109_Neptune.B_AirDefense.HP_BGA_16.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_17.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_10.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_11.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_4.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_5.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_1.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_8.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_9.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.B_AirDefense.HP_BGA_22.HitLocationAirDefense.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.AB_ATBA.HP_BGS_1.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.AB_ATBA.HP_BGS_1.smokePenalty removed in first object
root.PBSC109_Neptune.AB_ATBA.HP_BGS_2.HitLocationATBA.armorCoeff changed in second object (was 1.0, is 0.8)
root.PBSC109_Neptune.AB_ATBA.HP_BGS_2.smokePenalty removed in first object
