>> loading GameParams.old.txt (first object)
root.PXSC003_Pr_68_Chapaev_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PISC506_DucadAosta.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC105_Emerald.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB002_Warspite_1941.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC108_Charles_Martel.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD409_Pr_20i_Tashkent.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD005_Mutsuki_1926.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC104_Svetlana.ShipAbilities.AbilitySlot4 removed in first object
root.PASC206_Dallas.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD001_Tachibana_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC107_Yorck.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD102_V_25.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC102_Jurien.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB802_False_Ally_Kawachi_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC606_Admiral_Makarov.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD003_Isokaze_1917.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC104_Duguay_Trouin.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB003_Myogi_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX743_Hall_Medway_Queen.ShipAbilities.AbilitySlot4 removed in first object
root.PASB506_Arizona_1941.ShipAbilities.AbilitySlot4 removed in first object
root.PASD709_Black.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC106_Leander.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD208_Pr_30.ShipAbilities.AbilitySlot4 removed in first object
root.PASC107_New_Orlean_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB705_Kongou.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB007_Kongo_1942.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD105_Pr_7_Gnevny.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC102_Weymouth.ShipAbilities.AbilitySlot4 removed in first object
root.PASC209_Seattle.ShipAbilities.AbilitySlot3.abils[0][0] changed in second object (was PCY002_RegenCrew, is PCY019_RLSSearch)
root.PASC209_Seattle.ShipAbilities.AbilitySlot3.abils[0][1] changed in second object (was C, is US_9)
root.PASC209_Seattle.ShipAbilities.AbilitySlot3.abils[1][0] changed in second object (was PCY010_RegenCrewPremium, is PCY020_RLSSearchPremium)
root.PASC209_Seattle.ShipAbilities.AbilitySlot3.abils[1][1] changed in second object (was C_Gold, is US_9_PREMIUM)
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[0][0] changed in second object (was PCY019_RLSSearch, is PCY008_SonarSearch)
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[0][1] changed in second object (was US_9, is C_9)
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[1][0] changed in second object (was PCY020_RLSSearchPremium, is PCY016_SonarSearchPremium)
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[1][1] changed in second object (was US_9_PREMIUM, is C_9_Premium)
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[2] removed in second object
root.PASC209_Seattle.ShipAbilities.AbilitySlot1.abils[3] removed in second object
root.PASC209_Seattle.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX025_Medway_Queen.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC503_Katori.ShipAbilities.AbilitySlot4 removed in first object
root.PASB012_North_Carolina_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PXSD003_Kagero_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PASB801_False_Michigan_1916.ShipAbilities.AbilitySlot4 removed in first object
root.PASB034_New_Mexico_1941.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB517_Nelson.ShipAbilities.AbilitySlot4 removed in first object
root.PASD006_Mahan_1936.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD107_Gadjah_Mada.ShipAbilities.AbilitySlot4 removed in first object
root.PASC207_Helena.ShipAbilities.AbilitySlot4 removed in first object
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot4 removed in first object
root.PASD021_Fletcher_1943.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC108_Pr_68_Chapaev.ShipAbilities.AbilitySlot4 removed in first object
root.PASD013_Gearing_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PASB004_Arkansas_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX044_Cimarron.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD106_Pr_30_Ognevoy.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB708_Hiei_Arpeggio.ShipAbilities.AbilitySlot4 removed in first object
root.PASD019_Clemson_1920.ShipAbilities.AbilitySlot4 removed in first object
root.PASB001_Michigan_1916.ShipAbilities.AbilitySlot4 removed in first object
root.PXSA002_Invisible_Air_Ally_1.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC508_Prinz_Eugen.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC018_Tone.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC110_Pr_66_Moskva.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD108_Hsien_Yang.ShipAbilities.AbilitySlot4 removed in first object
root.PRSB001_Nikolay_I.ShipAbilities.AbilitySlot4 removed in first object
root.PXSA003_Lexington_1944_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC002_Drezden_1908.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD506_T_61.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD518_Asashio.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD002_Umikaze_1925.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB010_Nagato_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PASD002_Sampson_1917.ShipAbilities.AbilitySlot4 removed in first object
root.PBSD605_Anthony_Event.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC106_La_Galissonniere.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC035_Chikuma_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD210_Grozovoy_pr_40N.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX043_Medway_Queen_War.ShipAbilities.AbilitySlot4 removed in first object
root.PASB917_Montana_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC109_Saint_Louis.ShipAbilities.AbilitySlot4 removed in first object
root.PXSD001_VanHellsink.ShipAbilities.AbilitySlot4 removed in first object
root.PJSA917_Hakuryu_1942.ShipAbilities.AbilitySlot4 removed in first object
root.PASC805_FALSE_ENEMY_Erie_1936.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD109_Pr_48_Kiev.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC009_Mogami_1935.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC002_Diana_1905.ShipAbilities.AbilitySlot4 removed in first object
root.PXSC001_Dr_Frankenship.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB109_Alsace.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC008_Myoko_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD104_Izyaslav.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD110_Z_52.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC108_Hipper.ShipAbilities.AbilitySlot4 removed in first object
root.PXSD007_Scnellboot_S38.ShipAbilities.AbilitySlot4 removed in first object
root.PASC002_Chester_1908.ShipAbilities.AbilitySlot4 removed in first object
root.PBSD507_Cossack.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC001_Hermelin_1940.ShipAbilities.AbilitySlot4 removed in first object
root.PASX006_Cimarron_invisible.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC005_Furutaka_1926.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB107_Gneisenau.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC910_Pr_66_Moskva.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC026_Iwaki_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX016_Goliath.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC910_Hindenburg.ShipAbilities.AbilitySlot4 removed in first object
root.PXSA004_Zuikaku_1944_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PASA004_Langley_1929.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD104_Shen_Yang.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC007_Aoba_1943.ShipAbilities.AbilitySlot4 removed in first object
root.PASC003_Albany_1898.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB104_Kaiser.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB918_Yamato_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB106_Queen_Elizabeth.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC934_Zao_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PASC108_Baltimore_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB108_Bismarck.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD102_Long_Jiang.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB107_Lyon.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC503_Oleg.ShipAbilities.AbilitySlot4 removed in first object
root.PXSC007_Aurora.ShipAbilities.AbilitySlot4 removed in first object
root.PASC007_Cleveland_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PXSB007_Alldestroyer.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC107_Fiji.ShipAbilities.AbilitySlot4 removed in first object
root.PASC106_Pensacola_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB910_Conqueror.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD105_Jian_Wei.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD505_Okhotnik_1917.ShipAbilities.AbilitySlot4 removed in first object
root.PJSA009_Ryujo_1933.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD105_Mutsuki.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB008_Ishizuchi_1921.ShipAbilities.AbilitySlot4 removed in first object
root.PASC803_Cimarron_shooter.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB507_Ashitaka.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD108_Z_23.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD014_Tachibana_1912_Asus.ShipAbilities.AbilitySlot4 removed in first object
root.PASC012_Pensacola_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC109_Dmitry_Donskoy.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB105_Koenig.ShipAbilities.AbilitySlot4 removed in first object
root.PBSC109_Neptune.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD912_Shimakaze_1943.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC110_Henri_IV.ShipAbilities.AbilitySlot4 removed in first object
root.PASA015_Midway_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB011_Mikasa_1905.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC717_Yellow_Dragon.ShipAbilities.AbilitySlot4 removed in first object
root.PASA006_Independence_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PXSC002_Charles_Martel_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB707_Haruna.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD207_Shiratsuyu.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB110_Grossdeutschland.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD206_Pr_7.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD106_Ernst_Gaede.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB013_Amagi_1942.ShipAbilities.AbilitySlot4 removed in first object
root.PASD502_Smith.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC509_Kronshtadt.ShipAbilities.AbilitySlot4 removed in first object
root.PWSD501_Blyskawica.ShipAbilities.AbilitySlot4 removed in first object
root.PFSC103_Friant.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC107_Schors.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD012_Shimakaze_1943.ShipAbilities.AbilitySlot4 removed in first object
root.PXSA001_Invisible_Air_Enemy_1.ShipAbilities.AbilitySlot4 removed in first object
root.PASC020_Des_Moines_1948.ShipAbilities.AbilitySlot4 removed in first object
root.PJSA002_Hosho_1939.ShipAbilities.AbilitySlot4 removed in first object
root.PASC804_FALSE_ENEMY_Erie_1936.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD506_Anshan.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB799_Kirishima.ShipAbilities.AbilitySlot4 removed in first object
root.PASX003_Liberty.ShipAbilities.AbilitySlot4 removed in first object
root.PJSB801_False_Kawachi_1912.ShipAbilities.AbilitySlot4 removed in first object
root.PBSD517_Cossack.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD017_Kamikaze_1930.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC037_Hashidate_1940.ShipAbilities.AbilitySlot4 removed in first object
root.PASC024_Phoenix_1917.ShipAbilities.AbilitySlot4 removed in first object
root.PXSA005_Hellcarrier.ShipAbilities.AbilitySlot4 removed in first object
root.PZSD508_LoYang.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB527_Duke_of_York.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD102_SM_Storojevoy.ShipAbilities.AbilitySlot4 removed in first object
root.PJSC837_False_Hashidate_1940.ShipAbilities.AbilitySlot4 removed in first object
root.PASA508_Enterprise.ShipAbilities.AbilitySlot4 removed in first object
root.PGSD508_Z_39.ShipAbilities.AbilitySlot4 removed in first object
root.PASA013_Essex_1945.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD107_Pr_35_Udaloy.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC001_Avrora_1917.ShipAbilities.AbilitySlot4 removed in first object
root.PBSB108_Monarch.ShipAbilities.AbilitySlot4 removed in first object
root.PFSB106_Normandie.ShipAbilities.AbilitySlot4 removed in first object
root.PASC109_Buffalo.ShipAbilities.AbilitySlot4 removed in first object
root.PASA010_Ranger_1944.ShipAbilities.AbilitySlot4 removed in first object
root.PASC802_Cimarron_Target.ShipAbilities.AbilitySlot4 removed in first object
root.PRSC105_Kirov.ShipAbilities.AbilitySlot4 removed in first object
root.PASC210_Worcester.ShipAbilities.AbilitySlot3.abils[0][0] changed in second object (was PCY002_RegenCrew, is PCY019_RLSSearch)
root.PASC210_Worcester.ShipAbilities.AbilitySlot3.abils[0][1] changed in second object (was C, is US_10)
root.PASC210_Worcester.ShipAbilities.AbilitySlot3.abils[1][0] changed in second object (was PCY010_RegenCrewPremium, is PCY020_RLSSearchPremium)
root.PASC210_Worcester.ShipAbilities.AbilitySlot3.abils[1][1] changed in second object (was C_Gold, is US_10_PREMIUM)
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[0][0] changed in second object (was PCY019_RLSSearch, is PCY008_SonarSearch)
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[0][1] changed in second object (was US_10, is C_10)
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[1][0] changed in second object (was PCY020_RLSSearchPremium, is PCY016_SonarSearchPremium)
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[1][1] changed in second object (was US_10_PREMIUM, is C_10_Premium)
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[2] removed in second object
root.PASC210_Worcester.ShipAbilities.AbilitySlot1.abils[3] removed in second object
root.PASC210_Worcester.ShipAbilities.AbilitySlot4 removed in first object
root.PRSB505_Oktyabrskaya_Revolutsiya.ShipAbilities.AbilitySlot4 removed in first object
root.PRSD108_Pr_20i_Tashkent.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC103_Kolberg.ShipAbilities.AbilitySlot4 removed in first object
root.PXSX024_Aronia.ShipAbilities.AbilitySlot4 removed in first object
root.PXSD005_Blue_Aster.ShipAbilities.AbilitySlot4 removed in first object
root.PISB505_Giulio_Cesare.ShipAbilities.AbilitySlot4 removed in first object
root.PASC001_Erie_1936.ShipAbilities.AbilitySlot4 removed in first object
root.PGSB503_Koenig_Albert.ShipAbilities.AbilitySlot4 removed in first object
root.PGSC104_Karlsruhe.ShipAbilities.AbilitySlot4 removed in first object
root.PXSD002_Benson_1945_H2017.ShipAbilities.AbilitySlot4 removed in first object
root.PJSD024_Wakatake_1923.ShipAbilities.AbilitySlot4 removed in first object
