>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCY009_CrashCrewPremium.B_USA_SPEC_Gold removed in first object
root.PCM041_SonarSearch_Mod_I.ships[77] removed in first object
root.PCY001_CrashCrew.B_USA_SPEC removed in first object
root.PRGM118_305mm_61_SM31.shotDelay changed in second object (was 20.0, is 18.5)
root.PRSC510_Stalingrad.A1_Artillery.HP_RGM_1.idealRadius changed in second object (was 10.0, is 12.0)
root.PRSC510_Stalingrad.A1_Artillery.HP_RGM_1.minRadius changed in second object (was 1.6, is 2.0)
root.PRSC510_Stalingrad.ShipAbilities.AbilitySlot1.abils[2] removed in first object
root.PRSC510_Stalingrad.ShipAbilities.AbilitySlot1.abils[3] removed in first object
root.PREP412_STALINGRAD.costGold changed in second object (was -1, is 5000)
root.PREP412_STALINGRAD.hidden changed in second object (was False, is True)
root.PCM040_AirDefenseDisp_Mod_I.ships[51] removed in first object
root.PCM040_AirDefenseDisp_Mod_I.ships[52] removed in first object
root.PGUF712_FC1_GRAF_Z_I.costXP changed in second object (was 4700, is 0)
root.PGUF712_FC1_GRAF_Z_I.costCR changed in second object (was 165000, is 0)
root.PRUS976_STALINGRAD.costXP changed in second object (was 1, is 0)
root.PRPA082_305MM_AP_STALINGRAD.costCR changed in second object (was 75, is 150)
root.PRPA082_305MM_AP_STALINGRAD.bulletAlwaysRicochetAt changed in second object (was 60.0, is 67.5)
root.PRPA082_305MM_AP_STALINGRAD.bulletKrupp changed in second object (was 2400.0, is 2700.0)
root.PRPA082_305MM_AP_STALINGRAD.bulletRicochetAt changed in second object (was 45.0, is 60.0)
root.PGSC508_Prinz_Eugen.A_Hull.Cit.regeneratedHPPart changed in second object (was 0.1, is 0.33)
root.PJSD518_Asashio.group changed in second object (was demoWithoutStats, is special)
root.PJSA917_Hakuryu_1942.A2A_FlightControl.planesReserveAssignment.Fighter changed in second object (was 2, is 3)
root.PJSA917_Hakuryu_1942.A2A_FlightControl.planesReserveAssignment.Bomber changed in second object (was 3, is 4)
root.PJSA917_Hakuryu_1942.A2A_FlightControl.squadrons[2][0] changed in second object (was Bomber, is Fighter)
root.PJSA917_Hakuryu_1942.A2A_FlightControl.squadrons[5][0] changed in second object (was Dive, is Bomber)
root.PAUH605_HELENA_B.costXP changed in second object (was 1, is 0)
root.PASC108_Baltimore_1944.AB1_Artillery.HP_AGM_1.shotDelay changed in second object (was 13.0, is 10.0)
root.PASC108_Baltimore_1944.AB1_Artillery.HP_AGM_3.shotDelay changed in second object (was 13.0, is 10.0)
root.PASC108_Baltimore_1944.AB1_Artillery.HP_AGM_2.shotDelay changed in second object (was 13.0, is 10.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65630 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65584 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65585 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65603 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65622 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65623 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.B_Hull.armor.65629 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65630 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65584 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65585 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65603 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65622 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65623 changed in second object (was 25.0, is 27.0)
root.PASC108_Baltimore_1944.A_Hull.armor.65629 changed in second object (was 25.0, is 27.0)
root.PAUS904_CL10_TOP_SUO.costXP changed in second object (was 1, is 0)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_1.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_1.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_3.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_3.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_2.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_2.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_4.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.A1_Artillery.HP_AGM_4.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_1.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_1.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_3.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_3.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_2.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_2.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_4.ammoList[0] changed in second object (was PAPA038_Shell_203mm_HE_C_260lbs, is PAPA002_Shell_203mm_HE_HC_Mk_25)
root.PASC106_Pensacola_1944.B1_Artillery.HP_AGM_4.ammoList[1] changed in second object (was PAPA037_Shell_203mm_AP_AP_260lbs, is PAPA001_Shell_203mm_AP_AP_Mk_19)
root.PASA015_Midway_1945.A_AirArmament.planesReserveCapacity changed in second object (was 96, is 116)
root.PRSC509_Kronshtadt.A_Hull.Ammo_1.maxHP changed in second object (was 29900.0, is 35500.0)
root.PRSC509_Kronshtadt.A_Hull.Ammo_2.maxHP changed in second object (was 29900.0, is 35500.0)
root.PRSC509_Kronshtadt.A_Hull.Bow.maxHP changed in second object (was 1700.0, is 2000.0)
root.PRSC509_Kronshtadt.A_Hull.visibilityCoefGKInSmoke changed in second object (was 11.4, is 12.78)
root.PRSC509_Kronshtadt.A_Hull.health changed in second object (was 59800.0, is 71050.0)
root.PRSC509_Kronshtadt.A_Hull.Cas.maxHP changed in second object (was 5600.0, is 6700.0)
root.PRSC509_Kronshtadt.A_Hull.visibilityFactor changed in second object (was 14.76, is 16.2)
root.PRSC509_Kronshtadt.A_Hull.St.maxHP changed in second object (was 1500.0, is 1700.0)
root.PRSC509_Kronshtadt.A_Hull.Hull.maxHP changed in second object (was 44900.0, is 53300.0)
root.PRSC509_Kronshtadt.A_Hull.SS.maxHP changed in second object (was 3700.0, is 4400.0)
root.PRSC509_Kronshtadt.A_Hull.SG.maxHP changed in second object (was 17900.0, is 21300.0)
root.PRSC509_Kronshtadt.A_Hull.SSC.maxHP changed in second object (was 5500.0, is 6600.0)
root.PRSC509_Kronshtadt.A1_Artillery.sigmaCount changed in second object (was 1.8, is 2.05)
root.PRSC509_Kronshtadt.A1_Artillery.HP_RGM_2.shotDelay changed in second object (was 20.0, is 18.5)
root.PRSC509_Kronshtadt.A1_Artillery.HP_RGM_3.shotDelay changed in second object (was 20.0, is 18.5)
root.PRSC509_Kronshtadt.A1_Artillery.HP_RGM_1.shotDelay changed in second object (was 20.0, is 18.5)
root.PRSC509_Kronshtadt.ShipAbilities.AbilitySlot2.abils[2] removed in first object
root.PRSC509_Kronshtadt.ShipAbilities.AbilitySlot2.abils[3] removed in first object
root.PRES420_STALINGRAD_CLAN.peculiarityModels.content/gameplay/russia/ship/cruiser/RSC032_Stalingrad_1953/RSC032_Stalingrad_1953.model removed in second object
root.PRES420_STALINGRAD_CLAN.hullConfig.A_Hull removed in first object
root.PGSD508_Z_39.A1_Artillery.HP_GGM_3.horizSector[0] changed in second object (was -129.0, is -143.0)
root.PGSD508_Z_39.A1_Artillery.HP_GGM_3.horizSector[1] changed in second object (was 129.0, is 143.0)
root.PGSD508_Z_39.A1_Artillery.HP_GGM_3.pitchDeadZones[0] removed in first object
root.PGSD508_Z_39.group changed in second object (was demoWithoutStats, is special)
root.PGSD508_Z_39.ShipUpgradeInfo.costGold changed in second object (was 99999, is 5900)
root.PASC109_Buffalo.B_Hull.visibilityCoefGKInSmoke changed in second object (was 7.6, is 7.98)
root.PASC109_Buffalo.B_Hull.visibilityFactor changed in second object (was 13.14, is 13.62)
root.PRUH976_STALINGRAD.costXP changed in second object (was 1, is 0)
root.PASC208_Cleveland.AB1_Artillery.maxDist changed in second object (was 13300.0, is 14200.0)
root.PASC208_Cleveland.AB1_Artillery.HP_AGM_1.shotDelay changed in second object (was 7.0, is 6.5)
root.PASC208_Cleveland.AB1_Artillery.HP_AGM_3.shotDelay changed in second object (was 7.0, is 6.5)
root.PASC208_Cleveland.AB1_Artillery.HP_AGM_2.shotDelay changed in second object (was 7.0, is 6.5)
root.PASC208_Cleveland.AB1_Artillery.HP_AGM_4.shotDelay changed in second object (was 7.0, is 6.5)
root.PASA915_Midway_1945.A_AirArmament.planesReserveCapacity changed in second object (was 96, is 116)
root.PCEE197_Hamburg_Port_Flag removed in first object
>> finished comparing
