>> loading GameParams.old.txt (first object)
root.PASX904_Cimarron.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PASX904_Cimarron.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASX904_Cimarron.AirDefenseDefault.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PASX904_Cimarron.ShipModernization removed in second object
root.PASC019_Burlington_1944.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PASC019_Burlington_1944.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASC019_Burlington_1944.AirDefenseDefault.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PASC019_Burlington_1944.ShipModernization removed in second object
root.PASC019_Burlington_1944.AirArmamentDefault.isIndependentLaunchpad removed in first object
root.PJSC012_Ibuki_1944.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC012_Ibuki_1944.ShipModernization removed in second object
root.PJSC012_Ibuki_1944.AirArmamentDefault.isIndependentLaunchpad removed in first object
root.PJSC012_Ibuki_1944.B_AirDefense.AuraMedium1.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC012_Ibuki_1944.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC012_Ibuki_1944.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PCBX024_PCGM004.hull.deathPlaneEffect removed in first object
root.PXSX033_Dyck.ShipModernization removed in second object
root.PCY013_SpotterPremium.PIY103_IMAM_RO43_Battleship_4 removed in first object
root.PCY013_SpotterPremium.PFY701_GL821_Battleship_4 removed in first object
root.PCY013_SpotterPremium.PFY109_Breguet790_BB_5 removed in first object
root.PCM041_SonarSearch_Mod_I.shiplevel removed in first object
root.PCM041_SonarSearch_Mod_I.shiptype removed in first object
root.PCM041_SonarSearch_Mod_I.slot removed in first object
root.PCM041_SonarSearch_Mod_I.group removed in first object
root.PCM041_SonarSearch_Mod_I.ships removed in first object
root.PCM041_SonarSearch_Mod_I.excludes removed in first object
root.PCM041_SonarSearch_Mod_I.nation removed in first object
root.PASD913_Gearing_1945.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASD913_Gearing_1945.AirDefenseDefault.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PASD913_Gearing_1945.ShipModernization removed in second object
root.PASD913_Gearing_1945.ArtilleryDefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC014_Kitakami_1945.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC014_Kitakami_1945.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC014_Kitakami_1945.ShipModernization removed in second object
root.PBSC101_Black_Swan.ShipModernization removed in second object
root.PBSC101_Black_Swan.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC506_Molotov_1943.ShipModernization removed in second object
root.PRSC506_Molotov_1943.A_ATBA.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC506_Molotov_1943.A_AirArmament.isIndependentLaunchpad removed in first object
root.PRSC506_Molotov_1943.A_AirDefense.AuraMedium1.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC506_Molotov_1943.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC506_Molotov_1943.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PZSC101_Cheng_An.ShipModernization removed in second object
root.PZSC101_Cheng_An.A_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PZSC101_Cheng_An.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC102_Novik.ShipModernization removed in second object
root.PRSC102_Novik.AB_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD103_Derzky.ShipModernization removed in second object
root.PRSD103_Derzky.AB_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD010_Kagero_1943.ShipModernization removed in second object
root.PJSD010_Kagero_1943.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD010_Kagero_1943.C_AirDefence.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD010_Kagero_1943.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PCM030_MainWeapon_Mod_I.shiplevel removed in first object
root.PCM030_MainWeapon_Mod_I.shiptype removed in first object
root.PCM030_MainWeapon_Mod_I.slot removed in first object
root.PCM030_MainWeapon_Mod_I.group removed in first object
root.PCM030_MainWeapon_Mod_I.ships removed in first object
root.PCM030_MainWeapon_Mod_I.excludes removed in first object
root.PCM030_MainWeapon_Mod_I.nation removed in first object
root.PASB802_FALSE_ENEMY_Michigan.ShipModernization removed in second object
root.PRPA037_180_AP_B_32_S.bulletSpeed changed in second object (was 800.0, is 920.0)
root.PASC707_Flint.ShipModernization removed in second object
root.PASC707_Flint.A1_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PASC707_Flint.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASC707_Flint.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD507_Leningrad_1944.ShipModernization removed in second object
root.PRSD507_Leningrad_1944.A_AirDefense.AuraFar1.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD507_Leningrad_1944.A_AirDefense.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD507_Leningrad_1944.A_AirDefense.AuraMedium1.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD507_Leningrad_1944.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD507_Leningrad_1944.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PGSD109_Z_46.ShipModernization removed in second object
root.PGSD109_Z_46.AB1_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PGSD109_Z_46.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PGSD109_Z_46.B_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PGSD109_Z_46.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PGSD109_Z_46.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC708_ARP_Takao.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC708_ARP_Takao.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC708_ARP_Takao.ShipModernization removed in second object
root.PJSC708_ARP_Takao.AirArmamentDefault.isIndependentLaunchpad removed in first object
root.PCBX016.hull.deathPlaneEffect removed in first object
root.PGSC001_Hermelin_1940.ShipModernization removed in second object
root.PGSC001_Hermelin_1940.A_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC001_Hermelin_1940.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC001_Hermelin_1940.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PBSC110_Minotaur.ShipModernization removed in second object
root.PBSC110_Minotaur.A1_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PBSC110_Minotaur.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PBSC110_Minotaur.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD803_False_Isokaze_1917.ShipModernization removed in second object
root.PJSD803_False_Isokaze_1917.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD803_False_Isokaze_1917.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD107_Pr_35_Udaloy.ShipModernization removed in second object
root.PRSD107_Pr_35_Udaloy.AB1_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD107_Pr_35_Udaloy.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD107_Pr_35_Udaloy.B_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD107_Pr_35_Udaloy.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD107_Pr_35_Udaloy.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PBSB103_Bellerophon.ShipModernization removed in second object
root.PBSB103_Bellerophon.B_AirDefense.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PBSB103_Bellerophon.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PBSB103_Bellerophon.A_AirDefense.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PXSX026_Canterbury.ShipModernization removed in second object
root.PRSC003_Murmansk_1944.AirDefenseDefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC003_Murmansk_1944.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC003_Murmansk_1944.AirDefenseDefault.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSC003_Murmansk_1944.ShipModernization removed in second object
root.PRSC003_Murmansk_1944.AirArmamentDefault.isIndependentLaunchpad removed in first object
root.PGSC109_Roon.ShipModernization removed in second object
root.PGSC109_Roon.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC109_Roon.B_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC109_Roon.AB_ATBA.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC109_Roon.AB_AirArmament.isIndependentLaunchpad removed in first object
root.PGSC109_Roon.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PGSC109_Roon.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD205_Podvoisky_pr_1929.ShipModernization removed in second object
root.PRSD205_Podvoisky_pr_1929.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD205_Podvoisky_pr_1929.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PRSD205_Podvoisky_pr_1929.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PCM005_SecondaryGun_Mod_I.shiplevel removed in first object
root.PCM005_SecondaryGun_Mod_I.shiptype removed in first object
root.PCM005_SecondaryGun_Mod_I.slot removed in first object
root.PCM005_SecondaryGun_Mod_I.group removed in first object
root.PCM005_SecondaryGun_Mod_I.ships removed in first object
root.PCM005_SecondaryGun_Mod_I.excludes removed in first object
root.PCM005_SecondaryGun_Mod_I.nation removed in first object
root.PCM012_SecondaryGun_Mod_II.shiplevel removed in first object
root.PCM012_SecondaryGun_Mod_II.shiptype removed in first object
root.PCM012_SecondaryGun_Mod_II.slot removed in first object
root.PCM012_SecondaryGun_Mod_II.group removed in first object
root.PCM012_SecondaryGun_Mod_II.ships removed in first object
root.PCM012_SecondaryGun_Mod_II.excludes removed in first object
root.PCM012_SecondaryGun_Mod_II.nation removed in first object
root.PJSD007_Fubuki_1944.B2_127_50.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD007_Fubuki_1944.ShipModernization removed in second object
root.PJSD007_Fubuki_1944.C2_127_50.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD007_Fubuki_1944.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD007_Fubuki_1944.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD007_Fubuki_1944.C_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSD007_Fubuki_1944.C_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.ATBADefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.ShipModernization removed in second object
root.PJSC707_Ashigara.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.B_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.AirArmamentDefault.isIndependentLaunchpad removed in first object
root.PJSC707_Ashigara.A_AirDefense.AuraNear1.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PJSC707_Ashigara.C_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASD508_Kidd.ShipModernization removed in second object
root.PASD508_Kidd.A1_Artillery.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PASD508_Kidd.group changed in second object (was special, is demoWithoutStats)
root.PASD508_Kidd.groupCustom.CN removed in first object
root.PASD508_Kidd.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASD508_Kidd.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.shiplevel removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.shiptype removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.slot removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.group removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.ships removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.excludes removed in first object
root.PCM027_ConcealmentMeasures_Mod_I.nation removed in first object
root.PASD029_Sims_1941.AirDefenseDefault.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PASD029_Sims_1941.AirDefenseDefault.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PASD029_Sims_1941.ShipModernization removed in second object
root.PASD029_Sims_1941.ArtilleryDefault.AuraFar.targetWeightTypeTable.Auxiliary removed in first object
root.PASD029_Sims_1941.HullDefault.armor.65585 changed in second object (was 16.0, is 13.0)
root.PASD029_Sims_1941.HullDefault.armor.65593 changed in second object (was 16.0, is 13.0)
root.PASD029_Sims_1941.HullDefault.armor.65630 changed in second object (was 16.0, is 13.0)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUA521_127_38_MK30_Mod_1.distance[0] changed in second object (was 0, is 12880)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUA521_127_38_MK30_Mod_1.distance[1] changed in second object (was 0, is 12880)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUA521_127_38_MK30_Mod_1.rotationSpeed[0] changed in second object (was 0.0, is 34.0)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUA521_127_38_MK30_Mod_1.rotationSpeed[1] changed in second object (was 0.0, is 18.0)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUA521_127_38_MK30_Mod_1.shotDelay changed in second object (was 0, is 4.5)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUT531_533_4_PAPT001.shotDelay changed in second object (was 0, is 87.0)
root.PASD029_Sims_1941.ShipUpgradeInfo.PAUT631_533_PAPT015_SIMS.shotDelay changed in second object (was 0, is 72.0)
root.PFSD506_Aigle.ShipModernization removed in second object
root.PFSD506_Aigle.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PFSD506_Aigle.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PZSD106_Fu_Shun.ShipModernization removed in second object
root.PZSD106_Fu_Shun.B_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PZSD106_Fu_Shun.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PCBM007.hull.deathPlaneEffect removed in first object
root.PCBM006.hull.deathPlaneEffect removed in first object
root.PCBM005.hull.deathPlaneEffect removed in first object
root.PCBM009.hull.deathPlaneEffect removed in first object
root.PASX005_St_Clair.ShipModernization removed in second object
root.PFSD605_Cyclone_event.ShipModernization removed in second object
root.PFSD605_Cyclone_event.A_AirDefense.AuraMedium.targetWeightTypeTable.Auxiliary removed in first object
root.PFSD605_Cyclone_event.A_AirDefense.AuraNear.targetWeightTypeTable.Auxiliary removed in first object
root.PCM009_FlightControl_Mod_I.shiplevel removed in first object
root.PCM009_FlightControl_Mod_I.shiptype removed in first object
root.PCM009_FlightControl_Mod_I.slot removed in first object
root.PCM009_FlightControl_Mod_I.group removed in first object
root.PCM009_FlightControl_Mod_I.ships removed in first object
