>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCQT276_Key.costUnlock changed in second object (was 5, is 6)
root.PJW012_Haguro.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PJW012_Haguro.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PJW012_Haguro.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PJW012_Haguro.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PJW012_Haguro.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PJW012_Haguro.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PJW012_Haguro.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PJW012_Haguro.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PJW012_Haguro.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PJW012_Haguro.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PJW012_Haguro.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PJW012_Haguro.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PJW012_Haguro.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PJW012_Haguro.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PJW012_Haguro.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PJW012_Haguro.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PJW012_Haguro.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PJW012_Haguro.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PJW012_Haguro.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PJW012_Haguro.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PCQT252.rewards[0] changed in second object (was <Add type="CREDITS" limit="1000000" count="1000000"/>, is <Add type="CREDITS" limit="500000" count="500000"/>)
root.PCQT252.lootStars changed in second object (was 3, is 2)
root.PCQT252.conditions[2] changed in second object (was <isTotalCredits count="400000" />, is <isTotalCredits count="500000" />)
root.PCQT251.rewards[0] changed in second object (was <Item idx="PCEF003_EqualSpeed_SignalFlag" count="10"/>, is <Item idx="PCEF003_EqualSpeed_SignalFlag" count="15"/>)
root.PCQT251.conditions[2] changed in second object (was <isTotalXP count="60000" />, is <isTotalXP count="30000" />)
root.PCQT254.rewards[0] changed in second object (was <Item idx="PCEF013_PP_SignalFlag" count="10"/>, is <Item idx="PCEF013_PP_SignalFlag" count="15"/>)
root.PCQT254.conditions[2] changed in second object (was <isWeaponHits count="100" weaponTypes="main,atba,torps,bomber,tbomber" />, is <isWeaponHits count="400" weaponTypes="main,atba,torps,bomber,tbomber" />)
root.PCQT255.lootStars changed in second object (was 2, is 1)
root.PCQT255.conditions[2] changed in second object (was <isDamage damageTypes="fire" count="20000" />, is <isDamage damageTypes="fire" count="50000" />)
root.PZW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PZW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PZW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PZW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PZW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PZW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PZW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PZW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PZW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PZW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PZW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PZW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PZW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PZW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PZW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PZW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PZW001_DefaultCrew.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PZW001_DefaultCrew.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PZW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PZW001_DefaultCrew.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PZW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PZW001_DefaultCrew.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PZW001_DefaultCrew.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PZW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PZW001_DefaultCrew.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PZW001_DefaultCrew.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PZW001_DefaultCrew.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PRW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PRW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PRW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PRW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PRW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PRW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PRW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PRW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PRW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PRW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PRW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PRW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PRW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PRW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PRW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PRW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PRW001_DefaultCrew.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PRW001_DefaultCrew.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PRW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PRW001_DefaultCrew.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PRW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PRW001_DefaultCrew.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PRW001_DefaultCrew.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PRW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PRW001_DefaultCrew.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PRW001_DefaultCrew.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PRW001_DefaultCrew.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PXW101_Dr_Van_Helsind.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PXW101_Dr_Van_Helsind.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PXW101_Dr_Van_Helsind.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PXW101_Dr_Van_Helsind.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PXW101_Dr_Van_Helsind.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PXW101_Dr_Van_Helsind.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PXW101_Dr_Van_Helsind.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PXW101_Dr_Van_Helsind.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PXW101_Dr_Van_Helsind.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PXW101_Dr_Van_Helsind.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PXW101_Dr_Van_Helsind.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PXW101_Dr_Van_Helsind.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PXW101_Dr_Van_Helsind.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PXW101_Dr_Van_Helsind.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PXW101_Dr_Van_Helsind.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PXW101_Dr_Van_Helsind.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PXW101_Dr_Van_Helsind.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PXW101_Dr_Van_Helsind.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PXW101_Dr_Van_Helsind.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PXW101_Dr_Van_Helsind.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PXW101_Dr_Van_Helsind.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PXW101_Dr_Van_Helsind.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PXW101_Dr_Van_Helsind.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PXW101_Dr_Van_Helsind.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PXW101_Dr_Van_Helsind.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PXW101_Dr_Van_Helsind.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PXW101_Dr_Van_Helsind.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PCQC003_NewYear2017BasicCampaign.endTime changed in second object (was 19-01-2017 00:00:01, is 18-01-2017 23:59:59)
root.PJW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PJW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PJW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PJW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PJW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PJW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PJW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PJW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PJW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PJW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PJW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PJW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PJW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PJW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PJW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PJW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PJW001_DefaultCrew.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PJW001_DefaultCrew.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PJW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PJW001_DefaultCrew.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PJW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PJW001_DefaultCrew.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PJW001_DefaultCrew.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PJW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PJW001_DefaultCrew.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PJW001_DefaultCrew.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PJW001_DefaultCrew.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PCQT264.rewards[0] changed in second object (was <Item idx="PCEF011_IB3_SignalFlag" count="10"/>, is <Item idx="PCEF011_IB3_SignalFlag" count="15"/>)
root.PCQT264.uiCondition[2] changed in second object (was IDS_TASKRESTRICTION_PVPCOOPRANKED, is IDS_TASKRESTRICTION_PVP)
root.PCQT264.conditions[1] changed in second object (was <isBattleType battleTypes="PVP,COOPERATIVE,RANKED"/>, is <isBattleType battleTypes="PVP"/>)
root.PCQT264.conditions[2] changed in second object (was <isKillShips count="3" />, is <isKillShips count="5" />)
root.PAW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PAW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PAW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PAW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PAW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PAW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PAW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PAW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PAW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PAW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PAW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PAW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PAW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PAW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PAW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PAW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PAW001_DefaultCrew.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PAW001_DefaultCrew.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PAW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PAW001_DefaultCrew.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PAW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PAW001_DefaultCrew.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PAW001_DefaultCrew.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PAW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PAW001_DefaultCrew.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PAW001_DefaultCrew.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PAW001_DefaultCrew.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PXW103_Mr_Hide.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PXW103_Mr_Hide.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PXW103_Mr_Hide.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PXW103_Mr_Hide.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PXW103_Mr_Hide.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PXW103_Mr_Hide.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PXW103_Mr_Hide.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PXW103_Mr_Hide.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PXW103_Mr_Hide.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PXW103_Mr_Hide.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PXW103_Mr_Hide.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PXW103_Mr_Hide.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PXW103_Mr_Hide.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PXW103_Mr_Hide.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PXW103_Mr_Hide.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PXW103_Mr_Hide.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PXW103_Mr_Hide.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PXW103_Mr_Hide.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PXW103_Mr_Hide.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PXW103_Mr_Hide.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PXW103_Mr_Hide.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PXW103_Mr_Hide.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PXW103_Mr_Hide.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PXW103_Mr_Hide.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PXW103_Mr_Hide.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PXW103_Mr_Hide.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PXW103_Mr_Hide.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PUW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PUW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PUW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PUW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PUW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PUW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PUW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PUW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PUW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PUW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PUW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PUW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PUW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PUW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PUW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PUW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
root.PUW001_DefaultCrew.Skills.OutOfAttackModifier.skillType changed in second object (was 30, is 32)
root.PUW001_DefaultCrew.Skills.MeticulousPreventionModifier.skillType changed in second object (was 17, is 18)
root.PUW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.skillType changed in second object (was 28, is 30)
root.PUW001_DefaultCrew.Skills.IntuitionModifier.skillType changed in second object (was 20, is 21)
root.PUW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.skillType changed in second object (was 14, is 15)
root.PUW001_DefaultCrew.Skills.AllSkillsCooldownModifier.skillType changed in second object (was 12, is 13)
root.PUW001_DefaultCrew.Skills.TorpedoAlertnessModifier.skillType changed in second object (was 6, is 7)
root.PUW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.skillType changed in second object (was 22, is 24)
root.PUW001_DefaultCrew.Skills.VisibilityModifier.skillType changed in second object (was 11, is 12)
root.PUW001_DefaultCrew.Skills.FighterEfficiencyModifier.skillType changed in second object (was 10, is 11)
root.PUW001_DefaultCrew.Skills.AimingFightersPointModifier.skillType changed in second object (was 29, is 31)
root.PBW001_DefaultCrew.Skills.SuperintendentModifier.skillType changed in second object (was 16, is 17)
root.PBW001_DefaultCrew.Skills.LastChanceModifier.skillType changed in second object (was 21, is 23)
root.PBW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.skillType changed in second object (was 15, is 16)
root.PBW001_DefaultCrew.Skills.LastEffortModifier.skillType changed in second object (was 19, is 20)
root.PBW001_DefaultCrew.Skills.CentralAirDefenceModifier.skillType changed in second object (was 25, is 27)
root.PBW001_DefaultCrew.Skills.ArtilleryAlertModifier.skillType changed in second object (was 18, is 19)
root.PBW001_DefaultCrew.Skills.ParkingDeckModifier.skillType changed in second object (was 27, is 29)
root.PBW001_DefaultCrew.Skills.PriorityTargetModifier.skillType changed in second object (was 26, is 28)
root.PBW001_DefaultCrew.Skills.PlanePreparingModifier.skillType changed in second object (was 9, is 10)
root.PBW001_DefaultCrew.Skills.AIGunsRangeModifier.skillType changed in second object (was 8, is 9)
root.PBW001_DefaultCrew.Skills.FireResistanceModifier.skillType changed in second object (was 13, is 14)
root.PBW001_DefaultCrew.Skills.FireProbabilityModifier.skillType changed in second object (was 7, is 8)
root.PBW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.skillType changed in second object (was 32, is 34)
root.PBW001_DefaultCrew.Skills.LandmineExploderModifier.skillType changed in second object (was 31, is 33)
root.PBW001_DefaultCrew.Skills.CentralATBAModifier.skillType changed in second object (was 24, is 26)
root.PBW001_DefaultCrew.Skills.SurvivalModifier.skillType changed in second object (was 23, is 25)
