>> loading GameParams.old.txt (first object)
root.PAW111_Kappa.Skills.PriorityTargetModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.PlanePreparingModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.FireResistanceModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.FireProbabilityModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.LandmineExploderModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.CentralATBAModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.SurvivalModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.OutOfAttackModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.IntuitionModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.VisibilityModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PAW111_Kappa.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PAW111_Kappa.CrewPersonality.dismissable changed in second object (was False, is True)
root.PRSD308_Pr_48.A_Hull.nationFlag removed in second object
root.PRSD308_Pr_48.B_Hull.nationFlag removed in second object
root.PRSD308_Pr_48.alternateFlags removed in first object
root.PRSD308_Pr_48.navalFlag removed in first object
root.PJW001_DefaultCrew.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.SuperintendentModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.LastChanceModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.LastEffortModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AutoRepairModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.ParkingDeckModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.PriorityTargetModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.PlanePreparingModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.FireResistanceModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.FireProbabilityModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.LandmineExploderModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.CentralATBAModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.SurvivalModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.OutOfAttackModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.IntuitionModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.VisibilityModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PJW001_DefaultCrew.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PRSD001_Gremyashchy_1942.HullDefault.nationFlag removed in second object
root.PRSD001_Gremyashchy_1942.alternateFlags removed in first object
root.PRSD001_Gremyashchy_1942.navalFlag removed in first object
root.PGSD103_G_101.B_Hull.nationFlag removed in second object
root.PGSD103_G_101.A_Hull.nationFlag removed in second object
root.PGSD103_G_101.alternateFlags removed in first object
root.PGSD103_G_101.navalFlag removed in first object
root.PGES510_Z_52_BLUE_ASTER.costGold changed in second object (was 1, is 8000)
root.PCQT384.conditions[2] changed in second object (was <isEarnBattleAchievements count="2" ids="PCH007_ClearSky" />, is <isEarnBattleAchievements count="2" achievements="PCH174_AirDefenseExpert, PCH175_AirKing" />)
root.PCQT385.conditions[2] changed in second object (was <isSpot count="100" spotTypes="ships" />, is <isSpot count="100" target="ships" />)
root.PCQT386.conditions[2] changed in second object (was <isSpot count="500" spotTypes="torps" />, is <isSpot count="500" target="torps" />)
root.PASA906_Ranger_1944.A_Hull_1941.nationFlag removed in second object
root.PASA906_Ranger_1944.B_Hull_1943.nationFlag removed in second object
root.PASA906_Ranger_1944.alternateFlags removed in first object
root.PASA906_Ranger_1944.navalFlag removed in first object
root.PCNB059.lootBoxAvailable changed in second object (was False, is True)
root.PCNB058.lootBoxAvailable changed in second object (was False, is True)
root.PCNB051.lootBoxAvailable changed in second object (was False, is True)
root.PCNB050.lootBoxAvailable changed in second object (was False, is True)
root.PCNB053.lootBoxAvailable changed in second object (was False, is True)
root.PCNB052.lootBoxAvailable changed in second object (was False, is True)
root.PCNB055.lootBoxAvailable changed in second object (was False, is True)
root.PCNB054.lootBoxAvailable changed in second object (was False, is True)
root.PCNB057.lootBoxAvailable changed in second object (was False, is True)
root.PCH160_CLAN_LEAGUE_3.multiple changed in second object (was False, is True)
root.PZSD110_Hsiang_Yang.A_Hull.nationFlag removed in second object
root.PZSD110_Hsiang_Yang.alternateFlags removed in first object
root.PZSD110_Hsiang_Yang.navalFlag removed in first object
root.PJSD206_Hatsuharu.B_Hull_1945.nationFlag removed in second object
root.PJSD206_Hatsuharu.A_Hull_1935.nationFlag removed in second object
root.PJSD206_Hatsuharu.alternateFlags removed in first object
root.PJSD206_Hatsuharu.navalFlag removed in first object
root.PRSC508_Kutuzov_1952.A_Hull.nationFlag removed in second object
root.PRSC508_Kutuzov_1952.alternateFlags removed in first object
root.PRSC508_Kutuzov_1952.navalFlag removed in first object
root.PGSC110_Hindenburg.HullDefault.nationFlag removed in second object
root.PGSC110_Hindenburg.alternateFlags removed in first object
root.PGSC110_Hindenburg.navalFlag removed in first object
root.PXSB005_Bismarck_H2017.A_Hull.nationFlag removed in second object
root.PXSB005_Bismarck_H2017.alternateFlags removed in first object
root.PXSB005_Bismarck_H2017.navalFlag removed in first object
root.PASX904_Cimarron.HullDefault.nationFlag removed in second object
root.PASX904_Cimarron.alternateFlags removed in first object
root.PASX904_Cimarron.navalFlag removed in first object
root.PASC019_Burlington_1944.HullDefault.nationFlag removed in second object
root.PASC019_Burlington_1944.alternateFlags removed in first object
root.PASC019_Burlington_1944.navalFlag removed in first object
root.PCQT038.conditions[2] changed in second object (was <isEarnBattleAchievements count="1" ids="PCH004_Dreadnought" />, is <isEarnBattleAchievements count="1" achievements="PCH004_Dreadnought" />)
root.PCQT036.conditions[2] changed in second object (was <isRibbons count="1" names="RIBBON_BASE_CAPTURE, RIBBON_BASE_CAPTURE_ASSIST" />, is <isRibbons count="1" ribbons="BASE_CAPTURE, BASE_CAPTURE_ASSIST" />)
root.PJSC012_Ibuki_1944.B_Hull_1945.nationFlag removed in second object
root.PJSC012_Ibuki_1944.A_Hull_1944.nationFlag removed in second object
root.PJSC012_Ibuki_1944.alternateFlags removed in first object
root.PJSC012_Ibuki_1944.navalFlag removed in first object
root.PXSX033_Dyck.HullDefault.nationFlag removed in second object
root.PXSX033_Dyck.alternateFlags removed in first object
root.PXSX033_Dyck.navalFlag removed in first object
root.PCM041_SonarSearch_Mod_I.ships[65] changed in second object (was PASC107_New_Orlean_1944, is PBSD517_Cossack)
root.PCM041_SonarSearch_Mod_I.ships[66] changed in second object (was PASC108_Baltimore_1944, is PASC597_Nueve_de_Julio_1951)
root.PCM041_SonarSearch_Mod_I.ships[67] changed in second object (was PASC106_Pensacola_1944, is PASC107_New_Orlean_1944)
root.PCM041_SonarSearch_Mod_I.ships[68] changed in second object (was PASC109_Buffalo, is PASC108_Baltimore_1944)
root.PCM041_SonarSearch_Mod_I.ships[69] changed in second object (was PASC208_Cleveland, is PASC106_Pensacola_1944)
root.PCM041_SonarSearch_Mod_I.ships[70] changed in second object (was PGSA508_Graf_Zeppelin, is PASC109_Buffalo)
root.PCM041_SonarSearch_Mod_I.ships[71] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[72] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[73] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[74] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[75] removed in first object
root.PCM041_SonarSearch_Mod_I.ships[76] removed in first object
root.PASD913_Gearing_1945.HullDefault.nationFlag removed in second object
root.PASD913_Gearing_1945.alternateFlags removed in first object
root.PASD913_Gearing_1945.navalFlag removed in first object
root.PJSC014_Kitakami_1945.HullDefault.nationFlag removed in second object
root.PJSC014_Kitakami_1945.alternateFlags removed in first object
root.PJSC014_Kitakami_1945.navalFlag removed in first object
root.PAES410_DESMOINES_GALAXY.costGold changed in second object (was 1, is 8000)
root.PBSC101_Black_Swan.A_Hull.nationFlag removed in second object
root.PBSC101_Black_Swan.alternateFlags removed in first object
root.PBSC101_Black_Swan.navalFlag removed in first object
root.PRSC506_Molotov_1943.A_Hull.nationFlag removed in second object
root.PRSC506_Molotov_1943.alternateFlags removed in first object
root.PRSC506_Molotov_1943.navalFlag removed in first object
root.PZSC101_Cheng_An.A_Hull.nationFlag removed in second object
root.PZSC101_Cheng_An.alternateFlags removed in first object
root.PZSC101_Cheng_An.navalFlag removed in first object
root.PCNB039.lootBoxAvailable changed in second object (was False, is True)
root.PCNB038.lootBoxAvailable changed in second object (was False, is True)
root.PRSD103_Derzky.B_Hull.nationFlag removed in second object
root.PRSD103_Derzky.A_Hull.nationFlag removed in second object
root.PRSD103_Derzky.alternateFlags removed in first object
root.PRSD103_Derzky.navalFlag removed in first object
root.PJSD010_Kagero_1943.A_Hull_1943.nationFlag removed in second object
root.PJSD010_Kagero_1943.B_Hull_1941.nationFlag removed in second object
root.PJSD010_Kagero_1943.C_Hull_1945.nationFlag removed in second object
root.PJSD010_Kagero_1943.alternateFlags removed in first object
root.PJSD010_Kagero_1943.navalFlag removed in first object
root.PASB802_FALSE_ENEMY_Michigan.A_Hull.nationFlag removed in second object
root.PASB802_FALSE_ENEMY_Michigan.alternateFlags removed in first object
root.PASB802_FALSE_ENEMY_Michigan.navalFlag removed in first object
root.PXSX045_Liberty.HullDefault.nationFlag removed in second object
root.PXSX045_Liberty.alternateFlags removed in first object
root.PXSX045_Liberty.navalFlag removed in first object
root.PASC707_Flint.A_Hull.nationFlag removed in second object
root.PASC707_Flint.alternateFlags removed in first object
root.PASC707_Flint.navalFlag removed in first object
root.PRSD507_Leningrad_1944.A_Hull.nationFlag removed in second object
root.PRSD507_Leningrad_1944.alternateFlags removed in first object
root.PRSD507_Leningrad_1944.navalFlag removed in first object
root.PGSD109_Z_46.B_Hull.nationFlag removed in second object
root.PGSD109_Z_46.A_Hull.nationFlag removed in second object
root.PGSD109_Z_46.alternateFlags removed in first object
root.PGSD109_Z_46.navalFlag removed in first object
root.PJSC708_ARP_Takao.HullDefault.nationFlag removed in second object
root.PJSC708_ARP_Takao.ShipUpgradeInfo.costGold changed in second object (was 0, is 4500)
root.PJSC708_ARP_Takao.alternateFlags removed in first object
root.PJSC708_ARP_Takao.navalFlag removed in first object
root.PXSB004_Tirpiz_1942_H2017.HullDefault.nationFlag removed in second object
root.PXSB004_Tirpiz_1942_H2017.alternateFlags removed in first object
root.PXSB004_Tirpiz_1942_H2017.navalFlag removed in first object
root.PBSC110_Minotaur.A_Hull.nationFlag removed in second object
root.PBSC110_Minotaur.alternateFlags removed in first object
root.PBSC110_Minotaur.navalFlag removed in first object
root.PJW102_Southern_dragon_king.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.SuperintendentModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.LastChanceModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.LastEffortModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AutoRepairModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.ParkingDeckModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.PriorityTargetModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.PlanePreparingModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AIGunsRangeModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.FireResistanceModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.EmergencyTeamCooldownModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.FireProbabilityModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.NearEnemyIntuitionModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.LandmineExploderModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.CentralATBAModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.SurvivalModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.OutOfAttackModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.MeticulousPreventionModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AdditionalSmokescreensModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.IntuitionModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AdditionalPlanesInSquadModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AllSkillsCooldownModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.TorpedoAlertnessModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.TorpedoAcceleratorModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.VisibilityModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.FighterEfficiencyModifier.isEpic removed in first object
root.PJW102_Southern_dragon_king.Skills.AimingFightersPointModifier.isEpic removed in first object
root.PJSD803_False_Isokaze_1917.B_Hull_1925.nationFlag removed in second object
root.PJSD803_False_Isokaze_1917.A_Hull_1917.nationFlag removed in second object
root.PJSD803_False_Isokaze_1917.alternateFlags removed in first object
root.PJSD803_False_Isokaze_1917.navalFlag removed in first object
root.PXW108_Spaceman1.Skills.MainGunsRotationModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.SuperintendentModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.LastChanceModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.PreparingOnboardShootersModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.LastEffortModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.CentralAirDefenceModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.AIGunsEfficiencyModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.ArtilleryAlertModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.AutoRepairModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.TorpedoReloadModifier.isEpic removed in first object
root.PXW108_Spaceman1.Skills.ParkingDeckModifier.isEpic removed in first object
